fixture_id,provider_league_id,league_name,season,round,kickoff_utc,home_team,away_team,home_goals,away_goals,venue_id,venue_name,venue_city,latitude,longitude,geocode_quality_status,geocode_resolver_version,captured_at_utc,source_class,source_name,source_url,evidence_time_status,usable_for_prematch,window_start_utc,window_end_utc,hourly_points,temperature_mean_c,temperature_min_c,temperature_max_c,apparent_temperature_mean_c,relative_humidity_mean_pct,dew_point_mean_c,surface_pressure_mean_hpa,precipitation_sum_mm,rain_sum_mm,showers_sum_mm,snowfall_sum_cm,weather_code_mode,visibility_min_m,wind_speed_mean_kmh,wind_speed_max_kmh,wind_gust_mean_kmh,wind_gust_max_kmh,wind_direction_mean_deg,research_only,predictive_authority,betting_authority,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
831085,103,NOR,2022,HISTORICAL_BRIDGE,2022-06-25T16:00:00+00:00,Rosenborg,Kristiansund BK,3,1,1190,Lerkendal Stadion,Trondheim,63.43,10.395,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-06-25T15:30:00Z,2022-06-25T18:30:00Z,3,22.367,21.8,22.7,24.1,71.667,16.933,1009.967,0,0,,0,0,,4.867,6.7,16.3,22.3,298.707,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831086,103,NOR,2022,HISTORICAL_BRIDGE,2022-06-26T16:00:00+00:00,Ham-Kam,Sarpsborg 08 FF,3,2,1177,Briskeby Arena,Hamar,60.794,11.068,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-06-26T15:30:00Z,2022-06-26T18:30:00Z,3,20.933,20.7,21.1,23.3,84,18.033,1000.067,0,0,,0,3,,3.667,4.3,13.8,16.2,57.709,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831089,103,NOR,2022,HISTORICAL_BRIDGE,2022-06-26T16:00:00+00:00,Sandefjord,Tromso,2,2,20418,Jotun Arena,Sandefjord,59.131,10.217,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-06-26T15:30:00Z,2022-06-26T18:30:00Z,3,20.7,20.6,20.8,22.333,83.333,17.767,1013.7,1.8,1.8,,0,3,,7.767,8.1,22.467,28.1,156.294,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831090,103,NOR,2022,HISTORICAL_BRIDGE,2022-06-26T16:00:00+00:00,Bodo/Glimt,Aalesund,2,0,1175,Aspmyra Stadion,Bodø,67.283,14.375,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-06-26T15:30:00Z,2022-06-26T18:30:00Z,3,24.267,23.8,24.5,25.9,68.333,18,1015.433,0,0,,0,0,,8.833,10.2,20.9,22,82.109,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831091,103,NOR,2022,HISTORICAL_BRIDGE,2022-06-26T18:00:00+00:00,Valerenga,ODD Ballklubb,0,1,1203,Intility Arena,Oslo,59.913,10.746,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-06-26T17:30:00Z,2022-06-26T20:30:00Z,3,19.9,18.8,20.8,22.6,91.333,18.433,1012.267,0,0,,0,3,,2.633,5.6,13.3,23.4,350.436,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831094,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-03T16:00:00+00:00,Aalesund,Stromsgodset,1,0,1174,Color Line Stadion,Ålesund,62.472,6.155,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-03T15:30:00Z,2022-07-03T18:30:00Z,3,15.7,15,16.9,13.533,65.333,9.167,1009.433,0.1,0.1,,0,3,,13.233,16.7,40.7,47.9,220.656,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831095,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-03T16:00:00+00:00,Ham-Kam,Molde,0,0,1177,Briskeby Arena,Hamar,60.794,11.068,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-03T15:30:00Z,2022-07-03T18:30:00Z,3,17.3,16.9,17.7,16.1,68.667,11.4,997.033,0.6,0.6,,0,51,,11.067,13.7,28.433,32.4,174.656,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831096,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-03T16:00:00+00:00,Kristiansund BK,Lillestrom,1,3,19680,Nordmøre stadion,Kristiansund,63.11,7.728,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-03T15:30:00Z,2022-07-03T18:30:00Z,3,13.367,13.3,13.5,13.333,88.667,11.567,1006.9,1.2,1.2,,0,3,,3.633,4.1,19.2,26.3,355.6,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831097,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-03T16:00:00+00:00,Sarpsborg 08 FF,Sandefjord,4,3,1193,Sarpsborg Stadion,Sarpsborg,59.284,11.11,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-03T15:30:00Z,2022-07-03T18:30:00Z,3,17.467,16.8,18.3,16,76.333,13.233,1007.933,0.4,0.4,,0,51,,17.033,18.3,38.533,40,198,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831099,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-03T18:00:00+00:00,Viking,Rosenborg,1,1,21732,Lyse Arena,Stavanger,58.97,5.733,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-03T17:30:00Z,2022-07-03T20:30:00Z,3,14.167,13.4,14.9,13.567,81.333,11.033,1012.667,0,0,,0,0,,6.4,8,18.233,22.3,241.331,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831087,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-06T17:00:00+00:00,Molde,jerv,1,1,1184,Aker Stadion,Molde,62.738,7.159,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:12:46Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-06T16:30:00Z,2022-07-06T19:30:00Z,3,10.233,10,10.4,8.367,94,9.267,1005.4,2,2,,0,3,,11.8,13.4,33.233,35.6,317.64,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831100,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-09T14:00:00+00:00,Bodo/Glimt,Sarpsborg 08 FF,4,1,1175,Aspmyra Stadion,Bodø,67.283,14.375,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-09T13:30:00Z,2022-07-09T16:30:00Z,3,14.1,14,14.2,12.3,66.333,7.933,1010.933,0,0,,0,3,,8.733,10.6,25.433,27.7,334.667,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831101,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-10T16:00:00+00:00,Lillestrom,Viking,0,1,1182,Åråsen Stadion,Kjeller,59.974,11.048,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-10T15:30:00Z,2022-07-10T18:30:00Z,3,18.9,18.4,19.2,16.267,40,5.033,1003.333,0,0,,0,0,,9.9,11.7,26.533,29.2,16.67,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831102,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-10T16:00:00+00:00,Molde,Tromso,5,1,1184,Aker Stadion,Molde,62.738,7.159,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-10T15:30:00Z,2022-07-10T18:30:00Z,3,12.333,12.2,12.5,10.633,72.667,7.6,1019.367,0,0,,0,3,,7.367,9.8,24.833,28.1,281.33,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831104,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-10T16:00:00+00:00,Rosenborg,jerv,3,2,1190,Lerkendal Stadion,Trondheim,63.43,10.395,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-10T15:30:00Z,2022-07-10T18:30:00Z,3,12.5,12.1,12.9,10.067,71.667,7.533,1019.833,0,0,,0,2,,12.067,13.2,32.867,35.6,308.665,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831106,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-10T16:00:00+00:00,Valerenga,Kristiansund BK,3,0,1203,Intility Arena,Oslo,59.913,10.746,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-10T15:30:00Z,2022-07-10T18:30:00Z,3,20.433,20,20.7,17.667,34.333,4.3,1013.033,0,0,,0,0,,9.4,10.5,24.467,24.8,21.671,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831105,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-12T18:00:00+00:00,Sandefjord,Aalesund,2,2,20418,Jotun Arena,Sandefjord,59.131,10.217,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-12T17:30:00Z,2022-07-12T20:30:00Z,3,17.533,16.8,18,17.433,84.333,14.833,1013.4,0,0,,0,0,,11.2,11.6,25.8,31,217.338,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865088,106,POL,2022,HISTORICAL_BRIDGE,2022-07-15T16:00:00+00:00,Raków Częstochowa,Warta Poznań,1,0,18633,Miejski Stadion Piłkarski Raków,Częstochowa,50.796,19.124,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-15T15:30:00Z,2022-07-15T18:30:00Z,3,18.067,17.1,18.7,14.4,42.667,5.167,988.967,0,0,0,0,3,24140,16.9,21.8,36.5,40.7,305.334,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
864349,119,DNK,2022,HISTORICAL_BRIDGE,2022-07-15T17:00:00+00:00,FC Midtjylland,Randers FC,1,1,453,MCH Arena,Herning,56.136,8.977,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-15T16:30:00Z,2022-07-15T19:30:00Z,3,13.567,13.3,14,10.8,80,10.133,1008.967,0.4,0.4,,0,51,,19.167,22,38.267,44.6,259.662,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865082,106,POL,2022,HISTORICAL_BRIDGE,2022-07-15T18:30:00+00:00,Zaglebie Lubin,Slask Wroclaw,0,0,21908,KGHM Zagłębie Arena,Lubin,51.401,16.201,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-15T18:00:00Z,2022-07-15T21:00:00Z,4,17.25,15.1,19.3,14.275,42,4,1003.825,0,0,0,0,2,24140,10.575,15.8,23.575,31.3,295.996,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865084,106,POL,2022,HISTORICAL_BRIDGE,2022-07-16T13:00:00+00:00,Lech Poznan,Stal Mielec,0,2,20110,Enea Stadion,Poznań,52.407,16.93,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-16T12:30:00Z,2022-07-16T15:30:00Z,3,18.8,18.5,19.1,14.667,47.667,7.4,1007.833,0,0,0.3,0,0,24140,25.9,26.6,56.067,58,301.331,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865081,106,POL,2022,HISTORICAL_BRIDGE,2022-07-16T15:30:00+00:00,Jagiellonia,Piast Gliwice,2,0,1249,Stadion Miejski,Białystok,53.133,23.164,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-16T15:00:00Z,2022-07-16T18:00:00Z,4,13.925,12.8,14.8,12.1,83.5,11.15,998.275,5.8,5.8,0.7,0,53,8240,14.575,21.8,37.975,45.4,243.981,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831109,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-16T16:00:00+00:00,Ham-Kam,Bodo/Glimt,0,2,1177,Briskeby Arena,Hamar,60.794,11.068,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-16T15:30:00Z,2022-07-16T18:30:00Z,3,18.333,17.7,19,15.5,40.667,4.633,998.233,0,0,,0,1,,10.2,12.9,24.833,28.1,297.668,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865083,106,POL,2022,HISTORICAL_BRIDGE,2022-07-16T18:00:00+00:00,Korona Kielce,Legia Warszawa,1,1,22306,EXBUD Arena,Kielce,50.87,20.628,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-16T17:30:00Z,2022-07-16T20:30:00Z,3,13.133,12.1,14.3,11.7,87.333,11.033,987.033,0,0,0.3,0,1,24140,11.933,16.1,25.1,29.5,290.692,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865087,106,POL,2022,HISTORICAL_BRIDGE,2022-07-17T10:30:00+00:00,Radomiak Radom,Miedz Legnica,1,1,20753,Stadion Radomiaka,Radom,51.403,21.147,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T10:00:00Z,2022-07-17T13:00:00Z,4,19.95,19.6,20.1,17.225,48,8.625,1004.45,0,0,0,0,1,24140,20.775,21.5,39.975,41.4,299.25,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
864350,119,DNK,2022,HISTORICAL_BRIDGE,2022-07-17T12:00:00+00:00,Viborg,Aalborg,2,1,463,Energi Viborg Arena,Viborg,56.453,9.402,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T11:30:00Z,2022-07-17T14:30:00Z,3,19.967,19.5,20.3,17.533,58,11.467,1018.067,0,0,,0,3,,21.7,22.3,42.133,43.2,276.32,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
864351,119,DNK,2022,HISTORICAL_BRIDGE,2022-07-17T12:00:00+00:00,Lyngby,Silkeborg,2,2,452,Lyngby Stadion,Lyngby,55.77,12.504,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T11:30:00Z,2022-07-17T14:30:00Z,3,20.533,19.8,21.3,17.6,52.667,10.567,1020.067,0,0,,0,3,,23.233,24.6,48.833,51.8,296.665,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865089,106,POL,2022,HISTORICAL_BRIDGE,2022-07-17T13:00:00+00:00,Wisla Plock,Lechia Gdansk,3,0,19930,Orlen Stadion,Płock,52.547,19.706,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T12:30:00Z,2022-07-17T15:30:00Z,3,20.967,20.7,21.2,18.133,44.333,8.367,1010.333,0,0,0,0,1,24140,17.433,18.4,33,33.8,296.999,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
865086,106,POL,2022,HISTORICAL_BRIDGE,2022-07-17T15:30:00+00:00,Pogon Szczecin,Widzew Łódź,2,1,1256,Stadion Miejski im. Floriana Krygiera,Szczecin,53.429,14.553,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T15:00:00Z,2022-07-17T18:00:00Z,4,20.55,19.4,21.2,18.225,49,9.4,1021.35,0,0,0,0,2,24140,14.6,15.2,30.15,31.7,311.898,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831110,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-17T16:00:00+00:00,Molde,Haugesund,1,0,1184,Aker Stadion,Molde,62.738,7.159,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T15:30:00Z,2022-07-17T18:30:00Z,3,13.333,12.8,14.3,9.933,90,11.733,1013.067,1.3,1.3,,0,53,,27.1,27.6,71.4,74.9,268.013,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831111,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-17T16:00:00+00:00,Sarpsborg 08 FF,Valerenga,0,1,1193,Sarpsborg Stadion,Sarpsborg,59.284,11.11,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T15:30:00Z,2022-07-17T18:30:00Z,3,17.867,17.5,18.6,17.333,76.667,13.6,1010.9,0,0,,0,3,,11.267,13.6,29.167,35.6,201.235,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831114,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-17T16:00:00+00:00,Viking,Kristiansund BK,2,1,21732,Lyse Arena,Stavanger,58.97,5.733,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T15:30:00Z,2022-07-17T18:30:00Z,3,14.433,14.4,14.5,14.4,96.333,13.9,1019.1,0.7,0.7,,0,3,,8.567,9.8,20.033,21.6,204.62,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
864353,119,DNK,2022,HISTORICAL_BRIDGE,2022-07-17T16:00:00+00:00,Brondby,Aarhus,1,0,443,Brøndby Stadion,Brøndby,55.645,12.41,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T15:30:00Z,2022-07-17T18:30:00Z,3,19.733,19.5,19.9,17.333,59.333,11.533,1021.733,0,0,,0,3,,19.4,21.2,41.167,45,281.657,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
831115,103,NOR,2022,HISTORICAL_BRIDGE,2022-07-17T18:00:00+00:00,Aalesund,Rosenborg,0,0,1174,Color Line Stadion,Ålesund,62.472,6.155,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:14:08Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-17T17:30:00Z,2022-07-17T20:30:00Z,3,14.1,13.7,14.6,11.433,82,11.033,1014.7,0,0,,0,1,,20.333,22.9,48.733,54,252.338,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
874729,144,B1,2022,HISTORICAL_BRIDGE,2022-07-23T14:00:00+00:00,Charleroi,AS Eupen,3,1,177,Stade du Pays de Charleroi,Charleroi,50.411,4.444,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-23T13:30:00Z,2022-07-23T16:30:00Z,3,24.533,23.9,24.9,24.567,47,12.5,1003.867,0,0,,0,3,,5.733,7.8,16.8,18.4,294.972,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
874730,144,B1,2022,HISTORICAL_BRIDGE,2022-07-23T16:15:00+00:00,Kortrijk,OH Leuven,0,2,182,Guldensporenstadion,Kortrijk,50.828,3.265,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-23T15:45:00Z,2022-07-23T18:45:00Z,3,23.167,22.1,24.2,23.2,60.333,15.033,1016.2,0,0,,0,3,,11.4,12.9,25.9,26.6,302.45,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
874731,144,B1,2022,HISTORICAL_BRIDGE,2022-07-23T16:15:00+00:00,Zulte Waregem,Seraing United,2,0,11891,Elindus Arena,Waregem,50.889,3.428,VERIFIED_LOCALITY_V4,PBK_GEOCODE_V4,2026-09-25T14:26:26Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2022-07-23T15:45:00Z,2022-07-23T18:45:00Z,3,23.767,22.6,24.7,23.833,57.667,14.9,1016.9,0,0,,0,3,,10.433,11.1,23.033,23.4,286.844,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
